name,untargeted?,zhel,Tmax(MJD),e(Tmax),sBV,e(sBV),EBV_MW,spec_counts,filename,Date,MJD,epoch,EXPTOT,SNRY,SNRJ,SNRH,SNRH,SNRK,host_contamination
SN2013fy,targeted,0.0308,56600.03,0.54,1.174,0.041,0.023,6,SN2013fy_20131220_fire,2013-12-20,56646.03,44.62675497,1902,17,8.3,6,6,3.7,No
SN2013fz,targeted,0.0206,56601.67,0.52,1.015,0.04,0.012,7,SN2013fz_20131114_fire,2013-11-14,56610.3,8.451153287,760.8,48.6,38.9,30.4,30.4,25.3,No
SN2013fz,targeted,0.0206,56601.67,0.52,1.015,0.04,0.012,7,SN2013fz_20131120_fire,2013-11-20,56616.25,14.28458777,1014.4,56,27.8,35.5,35.5,30,No
SN2013fz,targeted,0.0206,56601.67,0.52,1.015,0.04,0.012,7,SN2013fz_20131130_fire,2013-11-30,56626.32,24.15362466,507.2,63.7,33.1,40.7,40.7,25.3,No
SN2013fz,targeted,0.0206,56601.67,0.52,1.015,0.04,0.012,7,SN2013fz_20131214_fire,2013-12-14,56640.29,37.84075573,507.2,43.4,26.1,19.9,19.9,11.5,No
SN2013fz,targeted,0.0206,56601.67,0.52,1.015,0.04,0.012,7,SN2013fz_20131220_fire,2013-12-20,56646.26,43.69381313,1014.4,51,28.3,26.1,26.1,12.3,No
SN2013fz,targeted,0.0206,56601.67,0.52,1.015,0.04,0.012,7,SN2013fz_20131227_fire,2013-12-27,56653.23,50.5232408,1521.6,27.6,12.5,16.4,16.4,7.9,No
SN2013fz,targeted,0.0206,56601.67,0.52,1.015,0.04,0.012,7,SN2013fz_20140101_fire,2014-01-01,56658.26,55.45087813,1014.4,29.7,12.5,14.3,14.3,7.3,No
SN2013gv,targeted,0.0341,56639.56,0.06,0.845,0.041,0.143,4,SN2013gv_20131209_fire,2013-12-09,56635.13,-4.283449255,1014.4,16,14.9,8.3,8.3,5.8,No
SN2013gv,targeted,0.0341,56639.56,0.06,0.845,0.041,0.143,4,SN2013gv_20131214_fire,2013-12-14,56640.1,0.5264029,1521.6,11.6,9.3,6.2,6.2,5.6,No
SN2013gv,targeted,0.0341,56639.56,0.06,0.845,0.041,0.143,4,SN2013gv_20131220_fire,2013-12-20,56646.14,6.365029182,1014.4,18.8,10.2,6.8,6.8,6.2,No
SN2013gv,targeted,0.0341,56639.56,0.06,0.845,0.041,0.143,4,SN2013gv_20140101_fire,2014-01-01,56658.13,17.96227022,1014.4,17.9,8.2,7.5,7.5,5.2,No
SN2013gy,untargeted,0.014,56648.75,0.04,0.911,0.04,0.049,12,SN2013gy_20131209_fire,2013-12-09,56635.25,-13.31662446,1521.6,36.8,40,21.7,21.7,14.9,No
SN2013gy,untargeted,0.014,56648.75,0.04,0.911,0.04,0.049,12,SN2013gy_20131214_fire,2013-12-14,56640.22,-8.41366585,1014.4,57.6,65.3,40.1,40.1,20.9,No
SN2013gy,untargeted,0.014,56648.75,0.04,0.911,0.04,0.049,12,SN2013gy_20131220_fire,2013-12-20,56646.21,-2.506689158,507.2,89.6,103.6,77.5,77.5,51.4,No
SN2013gy,untargeted,0.014,56648.75,0.04,0.911,0.04,0.049,12,SN2013gy_20131227_fire,2013-12-27,56653.2,4.391496109,507.2,48.2,49,42.3,42.3,24.8,No
SN2013gy,untargeted,0.014,56648.75,0.04,0.911,0.04,0.049,12,SN2013gy_20140101_fire,2014-01-01,56658.19,9.313499196,507.2,58.4,44.9,44.4,44.4,32.6,No
SN2013gy,untargeted,0.014,56648.75,0.04,0.911,0.04,0.049,12,SN2013gy_20140109_fire,2014-01-09,56666.12,17.13146913,507.2,60.4,53.6,79.8,79.8,45.6,No
SN2013gy,untargeted,0.014,56648.75,0.04,0.911,0.04,0.049,12,SN2013gy_20140114_fire,2014-01-14,56671.13,22.06874717,507.2,62.4,37.7,54,54,31,No
SN2013gy,untargeted,0.014,56648.75,0.04,0.911,0.04,0.049,12,SN2013gy_20140208_fire,2014-02-08,56696.12,46.71890324,507.2,27,9.5,12.2,12.2,6.8,No
SN2013gy,untargeted,0.014,56648.75,0.04,0.911,0.04,0.049,12,SN2013gy_20140215_fire,2014-02-15,56703.12,53.62148066,1268,14.9,3.6,5.1,5.1,3.3,No
SN2013gy,untargeted,0.014,56648.75,0.04,0.911,0.04,0.049,12,SN2013gy_20140222_fire,2014-02-22,56710.08,60.47863442,1014.4,23.2,10.5,14.1,14.1,7.1,No
SN2013gy,untargeted,0.014,56648.75,0.04,0.911,0.04,0.049,12,SN2013gy_20140227_fire,2014-02-27,56715.05,65.38322669,1014.4,21.9,5.9,10.6,10.6,6.5,No
SN2013gy,untargeted,0.014,56648.75,0.04,0.911,0.04,0.049,12,SN2013gy_20140318_fire,2014-03-18,56734.02,84.08750814,1268,16.5,3.4,6.3,6.3,5.1,No
SN2013hh,targeted,0.013,56638.82,0.58,1.203,0.049,0.025,6,SN2013hh_20131214_fire,2013-12-14,56640.35,1.508790514,760.8,42.5,55.9,41.1,41.1,30.3,No
SN2013hh,targeted,0.013,56638.82,0.58,1.203,0.049,0.025,6,SN2013hh_20131220_fire,2013-12-20,56646.34,7.421164889,1014.4,62,66.4,58.3,58.3,42.9,No
SN2013hh,targeted,0.013,56638.82,0.58,1.203,0.049,0.025,6,SN2013hh_20131227_fire,2013-12-27,56653.32,14.31315792,1014.4,34.6,24.7,40.7,40.7,26.5,No
SN2013hh,targeted,0.013,56638.82,0.58,1.203,0.049,0.025,6,SN2013hh_20140101_fire,2014-01-01,56658.34,19.27030718,507.2,41.8,35.4,57.6,57.6,31.8,No
SN2013hh,targeted,0.013,56638.82,0.58,1.203,0.049,0.025,6,SN2013hh_20140109_fire,2014-01-09,56666.35,27.17649276,507.2,57.8,43.1,63,63,39.6,No
SN2013hh,targeted,0.013,56638.82,0.58,1.203,0.049,0.025,6,SN2013hh_20140114_fire,2014-01-14,56671.32,32.08457406,507.2,42.8,28.8,36,36,20.4,No
SN2013hn,targeted,0.0151,56642.94,0.69,0.821,0.048,0.053,4,SN2013hn_20131220_fire,2013-12-20,56646.36,3.366789966,887.6,69.8,70.1,47,47,30.4,No
SN2013hn,targeted,0.0151,56642.94,0.69,0.821,0.048,0.053,4,SN2013hn_20131227_fire,2013-12-27,56653.35,10.25121357,760.8,30.7,15.8,21.4,21.4,15.5,No
SN2013hn,targeted,0.0151,56642.94,0.69,0.821,0.048,0.053,4,SN2013hn_20140101_fire,2014-01-01,56658.35,15.18435561,634,56,32.4,52.1,52.1,26.3,No
SN2013hn,targeted,0.0151,56642.94,0.69,0.821,0.048,0.053,4,SN2013hn_20140114_fire,2014-01-14,56671.34,27.97720147,507.2,52,31.4,33.2,33.2,17.1,No
SN2014D,untargeted,0.0082,56665.27,0.7,0.958,0.046,0.026,2,SN2014D_20140109_fire,2014-01-09,56666.37,1.091041254,380.4,34.5,44.9,40.6,40.6,28.9,No
SN2014D,untargeted,0.0082,56665.27,0.7,0.958,0.046,0.026,2,SN2014D_20140114_fire,2014-01-14,56671.36,6.041024853,507.2,38,42.8,45.8,45.8,38.9,No
SN2014I,untargeted,0.03,56683.56,0.04,0.916,0.04,0.021,5,SN2014I_20140208_fire,2014-02-08,56696.14,12.21792172,507.2,13.9,6.7,6.8,6.8,5.5,No
SN2014I,untargeted,0.03,56683.56,0.04,0.916,0.04,0.021,5,SN2014I_20140215_fire,2014-02-15,56703.19,19.05479265,951,12.5,6.2,6.8,6.8,4.7,No
SN2014I,untargeted,0.03,56683.56,0.04,0.916,0.04,0.021,5,SN2014I_20140222_fire,2014-02-22,56710.14,25.80350769,1014.4,32.4,17.8,16,16,8.8,No
SN2014I,untargeted,0.03,56683.56,0.04,0.916,0.04,0.021,5,SN2014I_20140227_fire,2014-02-27,56715.12,30.63613925,1014.4,41.3,24,16.9,16.9,8,No
SN2014I,untargeted,0.03,56683.56,0.04,0.916,0.04,0.021,5,SN2014I_20140310_fire,2014-03-10,56726.06,41.26121426,1014.4,22.4,11.1,10.4,10.4,5,No
SN2014Z,targeted,0.0213,56721.92,0.7,0.98,0.049,0.025,1,SN2014Z_20140308_fire,2014-03-08,56724.02,2.05640128,507.2,30.1,22.7,12.1,12.1,11.4,No
SN2014ao,untargeted,0.0141,56767.84,0.08,0.881,0.04,0.028,2,SN2014ao_20140423_fire,2014-04-23,56770.05,2.178853583,1521.6,83.1,86.1,60.7,60.7,48.8,No
SN2014ao,untargeted,0.0141,56767.84,0.08,0.881,0.04,0.028,2,SN2014ao_20140606_fire,2014-06-05,56813.96,45.47682657,951,8.2,3.5,4.2,4.2,2.9,No
SN2014at,targeted,0.0322,56774.05,0.05,0.948,0.04,0.016,2,SN2014at_20140423_fire,2014-04-23,56770.4,-3.535890309,2028.8,45.3,44.6,21.3,21.3,16.6,No
SN2014at,targeted,0.0322,56774.05,0.05,0.948,0.04,0.016,2,SN2014at_20140606_fire,2014-06-06,56814.31,39.00095557,760.8,19.6,11.5,10,10,5.3,No
SN2014du,untargeted,0.0324,56968.63,0.1,0.815,0.041,0.095,1,CSP14adc_20141105_fire,2014-11-05,56966.21,-2.340895269,2536,11.9,10.5,4.6,4.6,3,No
SN2014eg,untargeted,0.0186,56991.23,0.07,1.183,0.041,0.026,1,SN2014eg_20141208_fire,2014-12-08,56999.05,7.676060754,507.2,30.2,28.3,22,22,16.3,No
SN2015F,untargeted,0.0049,57106.85,0.03,0.884,0.04,0.175,5,SN2015F_20150314_fire,2015-03-14,57095.01,-11.78662302,1014.4,126.1,158.3,115.8,115.8,79.1,No
SN2015F,untargeted,0.0049,57106.85,0.03,0.884,0.04,0.175,5,SN2015F_20150402_fire,2015-04-02,57114.22,7.33585598,760.8,102.7,104.3,92.7,92.7,70.2,No
SN2015F,untargeted,0.0049,57106.85,0.03,0.884,0.04,0.175,5,SN2015F_20150407_fire,2015-04-06,57118.97,12.06067349,507.2,144,92.1,101.2,101.2,70.8,No
SN2015F,untargeted,0.0049,57106.85,0.03,0.884,0.04,0.175,5,SN2015F_20150412_fire,2015-04-12,57124.07,17.13425563,507.2,92.7,66.7,112.2,112.2,58.9,No
SN2015F,untargeted,0.0049,57106.85,0.03,0.884,0.04,0.175,5,SN2015F_20150602_fire,2015-06-01,57174.96,67.77748267,1014.4,45.7,12.6,25,25,17.4,No
SN2015bo,untargeted,0.0162,57076.02,0.11,0.505,0.04,0.023,1,CSP15aae_20150307_fire,2015-03-07,57088.35,12.13782873,1014.4,56.8,41.7,35.5,35.5,18,No
SN2015bp,untargeted,0.0041,57112.67,0.04,0.692,0.04,0.045,4,SNhunt281_20150402_fire,2015-04-02,57114.36,1.679202513,507.2,106.6,150.5,149.3,149.3,87.5,No
SN2015bp,untargeted,0.0041,57112.67,0.04,0.692,0.04,0.045,4,SNhunt281_20150407_fire,2015-04-07,57119.29,6.589792486,507.2,115.8,86.5,84.4,84.4,67.3,No
SN2015bp,untargeted,0.0041,57112.67,0.04,0.692,0.04,0.045,4,SNhunt281_20150412_fire,2015-04-12,57124.22,11.49890986,507.2,98.3,62,80.7,80.7,51.5,No
SN2015bp,untargeted,0.0041,57112.67,0.04,0.692,0.04,0.045,4,SNhunt281_20150601_fire,2015-06-01,57174.21,61.28991448,1268,43.6,12.3,30.2,30.2,14.3,No
