name,untargeted?,zhel,Tmax(MJD),e(Tmax),sBV,e(sBV),EBV_MW,spec_counts,filename,Date,MJD,epoch,EXPTOT,SNRY,SNRJ,SNRH,SNRH,SNRK,host_contamination
SN2011iv,targeted,0.0065,55906.08,0.05,0.701,0.041,0.01,8,SN2011iv_20120119_fire,2012-01-19,55945.19,38.85883107,380.4,74.7,46.4,74.3,74.3,42.8,No
SN2011iv,targeted,0.0065,55906.08,0.05,0.701,0.041,0.01,8,SN2011iv_20120203_fire,2012-02-03,55960.11,53.68503321,1200,68.8,37.4,98.5,98.5,50.2,No
SN2011iv,targeted,0.0065,55906.08,0.05,0.701,0.041,0.01,8,SN2011iv_20120303_fire,2012-03-03,55989.08,82.46914044,1014.4,23.1,5.3,22.9,22.9,20.3,No
SN2011iy,targeted,0.0043,55893.24,0.23,1.033,0.04,0.053,6,SN2011iy_20111218_fire,2011-12-18,55913.32,19.99321741,317,67.3,71.5,112.6,112.6,91.9,No
SN2011iy,targeted,0.0043,55893.24,0.23,1.033,0.04,0.053,6,SN2011iy_20111221_fire,2011-12-21,55916.36,23.02046289,179.5,106,72.7,105.3,105.3,88.7,No
SN2011iy,targeted,0.0043,55893.24,0.23,1.033,0.04,0.053,6,SN2011iy_20120107_fire,2012-01-07,55933.28,39.8724975,480,135.4,104.7,127.7,127.7,77.5,No
SN2011iy,targeted,0.0043,55893.24,0.23,1.033,0.04,0.053,6,SN2011iy_20120119_fire,2012-01-19,55945.39,51.92530773,285.3,97,60.7,132.3,132.3,69.9,No
SN2011iy,targeted,0.0043,55893.24,0.23,1.033,0.04,0.053,6,SN2011iy_20120203_fire,2012-02-03,55960.26,66.73566644,1200,118.5,62.1,136.5,136.5,67.3,No
SN2011iy,targeted,0.0043,55893.24,0.23,1.033,0.04,0.053,6,SN2011iy_20120303_fire,2012-03-03,55989.29,95.64579784,2536,54.9,20.3,50,50,32.2,No
SN2011jh,targeted,0.0078,55931.06,0.02,0.789,0.04,0.032,7,SN2011jh_20120107_fire,2012-01-07,55933.31,2.229146503,960,94,105.1,74.5,74.5,59,No
SN2011jh,targeted,0.0078,55931.06,0.02,0.789,0.04,0.032,7,SN2011jh_20120115_fire,2012-01-15,55941.34,10.195854,1902,66.3,43.4,70.6,70.6,50.5,No
SN2011jh,targeted,0.0078,55931.06,0.02,0.789,0.04,0.032,7,SN2011jh_20120119_fire,2012-01-19,55945.35,14.17486281,380.4,77.3,47.4,73.7,73.7,44.7,No
SN2011jh,targeted,0.0078,55931.06,0.02,0.789,0.04,0.032,7,SN2011jh_20120203_fire,2012-02-03,55960.22,28.93212739,1200,98,74.6,93.4,93.4,40.1,No
SN2011jh,targeted,0.0078,55931.06,0.02,0.789,0.04,0.032,7,SN2011jh_20120303_fire,2012-03-03,55989.24,57.7331025,1268,52.3,17.4,39.7,39.7,18.3,No
SN2011jh,targeted,0.0078,55931.06,0.02,0.789,0.04,0.032,7,SN2011jh_20120408_fire,2012-04-08,56025.1,93.31832099,2874.4,9.5,3.7,7.5,7.5,6.3,No
SN2011jh,targeted,0.0078,55931.06,0.02,0.789,0.04,0.032,7,SN2011jh_20120411_fire,2012-04-11,56028.13,96.32171625,2536,25.2,3.3,7.5,7.5,5.6,No
SN2011jt,untargeted,0.0278,55928.66,0.86,0.955,0.048,0.039,1,SN2011jt_20120107_fire,2012-01-07,55933.36,4.573932576,1320,5.7,4.1,3,3,2.4,No
SN2012G,untargeted,0.0258,55948.85,0.05,1.158,0.04,0.021,1,SN2012G_20120204_fire,2012-02-04,55961.28,12.12198493,840,15.9,11.9,12.2,12.2,9.1,No
SN2012U,targeted,0.0197,55944.72,1.01,0.905,0.046,0.023,1,SN2012U_20120203_fire,2012-02-03,55960.04,15.02455752,1200,43.1,22.3,27.7,27.7,21.7,No
SN2012ah,targeted,0.0124,55975.16,0.71,0.905,0.046,0.155,1,SN2012ah_20120303_fire,2012-03-03,55989.13,13.79859643,507.2,23.5,14.8,18.9,18.9,13.2,No
SN2012ar,untargeted,0.0282,55991.31,0.53,0.809,0.04,0.202,4,SN2012ar_20120303_fire,2012-03-03,55989.39,-1.871235214,1902,37.4,41.2,22.5,22.5,13.9,No
SN2012ar,untargeted,0.0282,55991.31,0.53,0.809,0.04,0.202,4,SN2012ar_20120408_fire,2012-04-08,56025.35,33.10726721,1902,13.9,7.3,6.5,6.5,3.6,No
SN2012ar,untargeted,0.0282,55991.31,0.53,0.809,0.04,0.202,4,SN2012ar_20120411_fire,2012-04-11,56028.33,36.00285898,2536,21.8,9.9,10.2,10.2,5.7,No
SN2012ar,untargeted,0.0282,55991.31,0.53,0.809,0.04,0.202,4,SN2012ar_20120430_fire,2012-04-30,56047.31,54.45893819,3804,12.9,3.9,5.6,5.6,3.8,No
SN2012bl,targeted,0.0187,56018.76,0.55,1.081,0.043,0.03,8,SN2012bl_20120408_fire,2012-04-08,56025.39,6.508715964,1268,42.7,39.6,28.8,28.8,24.1,No
SN2012bl,targeted,0.0187,56018.76,0.55,1.081,0.043,0.03,8,SN2012bl_20120411_fire,2012-04-11,56028.39,9.455984185,1743.5,44.5,29.9,26.7,26.7,26.6,No
SN2012bl,targeted,0.0187,56018.76,0.55,1.081,0.043,0.03,8,SN2012bl_20120418_fire,2012-04-18,56035.4,16.33313854,1800,40.4,20,26.6,26.6,25.1,No
SN2012bl,targeted,0.0187,56018.76,0.55,1.081,0.043,0.03,8,SN2012bl_20120421_fire,2012-04-21,56038.39,19.27116562,1650,33.5,14.3,25.8,25.8,21.8,No
SN2012bl,targeted,0.0187,56018.76,0.55,1.081,0.043,0.03,8,SN2012bl_20120430_fire,2012-04-30,56047.4,28.11558506,1902,78.2,34,38.2,38.2,31,No
SN2012bl,targeted,0.0187,56018.76,0.55,1.081,0.043,0.03,8,SN2012bl_20120507_fire,2012-05-07,56054.39,34.98024478,2536,105.4,54.8,54.1,54.1,31.9,No
SN2012bl,targeted,0.0187,56018.76,0.55,1.081,0.043,0.03,8,SN2012bl_20120610_fire,2012-06-10,56088.26,68.22825687,1743.5,18,5.5,9.1,9.1,5.4,No
SN2012bl,targeted,0.0187,56018.76,0.55,1.081,0.043,0.03,8,SN2012bl_20120626_fire,2012-06-26,56104.4,84.0706076,2377.5,19.2,4,7.2,7.2,6,No
SN2012bo,targeted,0.0254,56021.04,0.5,1.16,0.041,0.045,6,SN2012bo_20120408_fire,2012-04-08,56025.17,4.030220252,2028.8,29.9,27.3,15.8,15.8,12.1,No
SN2012bo,targeted,0.0254,56021.04,0.5,1.16,0.041,0.045,6,SN2012bo_20120411_fire,2012-04-11,56028.17,6.957513554,1902,30.4,26.6,16.6,16.6,15.1,No
SN2012bo,targeted,0.0254,56021.04,0.5,1.16,0.041,0.045,6,SN2012bo_20120418_fire,2012-04-18,56035.3,13.9097508,1200,28.8,12.7,14.1,14.1,13.4,No
SN2012bo,targeted,0.0254,56021.04,0.5,1.16,0.041,0.045,6,SN2012bo_20120421_fire,2012-04-21,56038.32,16.85182699,1200,16.9,6.2,8,8,7.3,No
SN2012bo,targeted,0.0254,56021.04,0.5,1.16,0.041,0.045,6,SN2012bo_20120430_fire,2012-04-30,56047.1,25.41351341,1902,64.5,32.7,31.5,31.5,22.3,No
SN2012bo,targeted,0.0254,56021.04,0.5,1.16,0.041,0.045,6,SN2012bo_20120507_fire,2012-05-07,56054.1,32.23983054,2536,39.8,18.1,14.9,14.9,9.3,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121031_fire,2012-10-31,56231.37,-11.89007948,240,10.9,60.8,15.2,15.2,18.4,Yes
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121102_fire,2012-11-02,56233.38,-9.886735777,240,130.1,158.9,173.6,173.6,74,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121103_fire,2012-11-03,56234.37,-8.901989856,240,138.9,138.3,115.1,115.1,75.5,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121104_fire,2012-11-04,56235.38,-7.897804222,240,143.9,136.5,154.8,154.8,65,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121105_fire,2012-11-05,56236.28,-7.000072651,634,232.9,256.1,279.9,279.9,119.9,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121107_fire,2012-11-07,56238.36,-4.933713359,253.6,173.7,172.6,206.2,206.2,88.2,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121108_fire,2012-11-08,56239.36,-3.934989838,253.6,122.7,235.8,202.6,202.6,103.4,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121111_fire,2012-11-11,56242.36,-0.955501455,240,94.9,263.7,249.4,249.4,96.5,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121114_fire,2012-11-14,56245.37,2.036407047,240,139.6,141.9,112.8,112.8,126.1,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121116_fire,2012-11-16,56247.37,4.029692752,240,117.4,150.4,125.4,125.4,68.1,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121119_fire,2012-11-19,56250.21,6.856313334,240,165.8,149.3,157.6,157.6,99.4,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121120_fire,2012-11-20,56251.38,8.019795256,240,48,49.8,65.4,65.4,39.4,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121121_fire,2012-11-21,56252.37,9.000535244,240,82.2,102.1,104.1,104.1,77.2,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121125_fire,2012-11-25,56256.22,12.8274397,760.8,172.9,169.3,167.3,167.3,143,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121128_fire,2012-11-28,56259.17,15.76586842,253.6,103.2,75.3,92.5,92.5,89.1,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121201_fire,2012-12-01,56262.27,18.8473291,253.6,97.5,85.6,134.5,134.5,85.3,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121203_fire,2012-12-03,56264.2,20.76643569,760.8,173.6,132.4,161.8,161.8,122.4,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121213_fire,2012-12-13,56274.34,30.8498533,507.2,84.7,106.1,154.5,154.5,94.4,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121220_fire,2012-12-20,56281.09,37.56994475,507.2,85.8,70.7,106.5,106.5,60.6,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121227_fire,2012-12-27,56288.16,44.59797507,1014.4,131,63,109.1,109.1,65.3,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20121230_fire,2012-12-30,56291.25,47.66561835,760.8,116,96.9,160.7,160.7,88.8,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20130103_fire,2013-01-03,56295.18,51.57906229,507.2,98.9,91,152.8,152.8,89.1,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20130106_fire,2013-01-06,56298.09,54.47762564,1014.4,120.9,77.7,131.1,131.1,73.2,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20130111_fire,2013-01-11,56303.03,59.38903239,507.2,87.3,51.8,128.1,128.1,69.4,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20130202_fire,2013-02-02,56325.03,81.2649312,507.2,82.1,40.1,85.2,85.2,54,No
SN2012fr,targeted,0.0055,56243.32,0.02,1.107,0.04,0.018,26,SN2012fr_20130216_fire,2013-02-16,56339.02,95.17866666,634,66.3,19.4,47.9,47.9,35.9,No
SN2012gm,targeted,0.0148,56261.65,0.02,0.987,0.04,0.039,2,SN2012gm_20121125_fire,2012-11-25,56256.09,-5.480186105,1077.8,59,64.7,44.6,44.6,31,No
SN2012gm,targeted,0.0148,56261.65,0.02,0.987,0.04,0.039,2,SN2012gm_20121203_fire,2012-12-03,56264.02,2.33586918,1521.6,67,69,43.6,43.6,37.4,No
SN2012hd,targeted,0.0119,56265.53,0.04,0.888,0.04,0.023,5,SN2012hd_20121125_fire,2012-11-25,56256.19,-9.227625143,602.3,70.9,80.2,47.1,47.1,32.6,No
SN2012hd,targeted,0.0119,56265.53,0.04,0.888,0.04,0.023,5,SN2012hd_20121203_fire,2012-12-03,56264.15,-1.366181634,1141.2,74.6,95.2,47,47,39.6,No
SN2012hd,targeted,0.0119,56265.53,0.04,0.888,0.04,0.023,5,SN2012hd_20121227_fire,2012-12-27,56288.12,22.32608221,1521.6,108.4,68.2,78.9,78.9,37.4,No
SN2012hd,targeted,0.0119,56265.53,0.04,0.888,0.04,0.023,5,SN2012hd_20130103_fire,2013-01-03,56295.1,29.22021453,1014.4,96.3,64.3,63.7,63.7,33.3,No
SN2012hd,targeted,0.0119,56265.53,0.04,0.888,0.04,0.023,5,SN2012hd_20130106_fire,2013-01-06,56298.07,32.1534554,760.8,68.6,35.1,36.4,36.4,15.8,No
SN2012hr,targeted,0.0076,56288.91,0.02,0.973,0.04,0.039,12,SN2012hr_20121220_fire,2012-12-20,56281.2,-7.650594469,1268,120.1,132.4,100.1,100.1,59.2,No
SN2012hr,targeted,0.0076,56288.91,0.02,0.973,0.04,0.039,12,SN2012hr_20121227_fire,2012-12-27,56288.2,-0.70489664,887.6,159.9,168.5,162.1,162.1,76.6,No
SN2012hr,targeted,0.0076,56288.91,0.02,0.973,0.04,0.039,12,SN2012hr_20121230_fire,2012-12-30,56291.27,2.342897349,760.8,157,131.9,139.9,139.9,66.1,No
SN2012hr,targeted,0.0076,56288.91,0.02,0.973,0.04,0.039,12,SN2012hr_20130103_fire,2013-01-03,56295.21,6.249679736,1014.4,93.9,129.7,101.1,101.1,65.5,No
SN2012hr,targeted,0.0076,56288.91,0.02,0.973,0.04,0.039,12,SN2012hr_20130106_fire,2013-01-06,56298.17,9.190278809,1014.4,107.5,104.2,109.5,109.5,76.5,No
SN2012hr,targeted,0.0076,56288.91,0.02,0.973,0.04,0.039,12,SN2012hr_20130202_fire,2013-02-02,56325.05,35.87105176,887.6,136,89.5,103.2,103.2,51.8,No
SN2012hr,targeted,0.0076,56288.91,0.02,0.973,0.04,0.039,12,SN2012hr_20130205_fire,2013-02-05,56328.23,39.02087475,1014.4,36.6,21.5,25.1,25.1,11.1,No
SN2012hr,targeted,0.0076,56288.91,0.02,0.973,0.04,0.039,12,SN2012hr_20130216_fire,2013-02-16,56339.03,49.74845084,507.2,69.6,33.5,48,48,25,No
SN2012hr,targeted,0.0076,56288.91,0.02,0.973,0.04,0.039,12,SN2012hr_20130228_fire,2013-02-28,56351.1,61.71873504,507.2,55,20.8,34.4,34.4,17.6,No
SN2012hr,targeted,0.0076,56288.91,0.02,0.973,0.04,0.039,12,SN2012hr_20130320_fire,2013-03-20,56371.04,81.51511614,1014.4,38.2,7.6,14.4,14.4,10.8,No
SN2012hr,targeted,0.0076,56288.91,0.02,0.973,0.04,0.039,12,SN2012hr_20130325_fire,2013-03-25,56376.04,86.47387687,1014.4,29.3,5.1,11.9,11.9,8.4,No
SN2012hr,targeted,0.0076,56288.91,0.02,0.973,0.04,0.039,12,SN2012hr_20130401_fire,2013-04-01,56383.07,93.45742023,1014.4,24.9,4.7,10.6,10.6,7.8,No
SN2012ht,targeted,0.0036,56295.75,0.03,0.869,0.04,0.025,11,SN2012ht_20121230_fire,2012-12-30,56291.3,-4.434466146,887.6,192.7,216.7,227.7,227.7,115.2,No
SN2012ht,targeted,0.0036,56295.75,0.03,0.869,0.04,0.025,11,SN2012ht_20130103_fire,2013-01-03,56295.35,-0.393600665,1648.4,141.7,217.6,173.8,173.8,108.5,No
SN2012ht,targeted,0.0036,56295.75,0.03,0.869,0.04,0.025,11,SN2012ht_20130106_fire,2013-01-06,56298.32,2.556335676,1014.4,152.4,163.7,132.9,132.9,97.4,No
SN2012ht,targeted,0.0036,56295.75,0.03,0.869,0.04,0.025,11,SN2012ht_20130112_fire,2013-01-12,56304.38,8.600870201,300,52.1,49.1,64.1,64.1,43.9,No
SN2012ht,targeted,0.0036,56295.75,0.03,0.869,0.04,0.025,11,SN2012ht_20130202_fire,2013-02-02,56325.19,29.33177713,1014.4,159.2,121.9,135.5,135.5,80.6,No
SN2012ht,targeted,0.0036,56295.75,0.03,0.869,0.04,0.025,11,SN2012ht_20130205_fire,2013-02-05,56328.3,32.43591474,507.2,56.7,31.6,44.2,44.2,19.2,No
SN2012ht,targeted,0.0036,56295.75,0.03,0.869,0.04,0.025,11,SN2012ht_20130216_fire,2013-02-16,56339.13,43.22231402,634,107.3,51.5,74.1,74.1,42.5,No
SN2012ht,targeted,0.0036,56295.75,0.03,0.869,0.04,0.025,11,SN2012ht_20130228_fire,2013-02-28,56351.23,55.28389542,760.8,58.1,22,41.9,41.9,22.4,No
SN2012ht,targeted,0.0036,56295.75,0.03,0.869,0.04,0.025,11,SN2012ht_20130320_fire,2013-03-20,56371.11,75.08686553,634,48.5,8.7,16.1,16.1,11.6,No
SN2012ht,targeted,0.0036,56295.75,0.03,0.869,0.04,0.025,11,SN2012ht_20130325_fire,2013-03-25,56376.12,80.07771829,760.8,32,5.7,13.4,13.4,9.3,No
SN2012ht,targeted,0.0036,56295.75,0.03,0.869,0.04,0.025,11,SN2012ht_20130401_fire,2013-04-01,56383.14,87.07295403,1014.4,33.6,6.1,14.6,14.6,9.3,No
SN2012id,targeted,0.0157,56287.03,0.94,0.824,0.052,0.426,3,SN2012id_20121230_fire,2012-12-30,56291.22,4.122665309,1014.4,51.7,60.5,44.5,44.5,31.3,No
SN2012id,targeted,0.0157,56287.03,0.94,0.824,0.052,0.426,3,SN2012id_20130103_fire,2013-01-03,56295.13,7.978248388,1268,46.1,31.2,31.8,31.8,23.6,No
SN2012id,targeted,0.0157,56287.03,0.94,0.824,0.052,0.426,3,SN2012id_20130106_fire,2013-01-06,56298.13,10.93020206,1902,39.6,23.5,28.3,28.3,22,No
SN2012ij,targeted,0.011,56302.54,0.05,0.536,0.041,0.024,3,SN2012ij_20130106_fire,2013-01-06,56298.36,-4.135861265,2536,85.5,118.5,77.1,77.1,43.6,No
SN2012ij,targeted,0.011,56302.54,0.05,0.536,0.041,0.024,3,SN2012ij_20130202_fire,2013-02-02,56325.21,22.42360681,1014.4,49.9,28.8,26.2,26.2,11,No
SN2012ij,targeted,0.011,56302.54,0.05,0.536,0.041,0.024,3,SN2012ij_20130205_fire,2013-02-05,56328.32,25.50094396,1141.2,14,6.9,8.3,8.3,2.8,No
SN2013E,targeted,0.0094,56308.22,0.49,1.131,0.04,0.084,10,SN2013E_20130106_fire,2013-01-06,56298.28,-9.847816069,1521.6,94.8,129.1,113,113,61.8,No
SN2013E,targeted,0.0094,56308.22,0.49,1.131,0.04,0.084,10,SN2013E_20130112_fire,2013-01-12,56304.4,-3.7827987,300,19.7,25.9,42,42,29.5,No
SN2013E,targeted,0.0094,56308.22,0.49,1.131,0.04,0.084,10,SN2013E_20130202_fire,2013-02-02,56325.11,16.72863565,760.8,118.7,68.7,100.5,100.5,61.6,No
SN2013E,targeted,0.0094,56308.22,0.49,1.131,0.04,0.084,10,SN2013E_20130205_fire,2013-02-05,56328.28,19.87527461,507.2,54.9,32.4,67.9,67.9,40.9,No
SN2013E,targeted,0.0094,56308.22,0.49,1.131,0.04,0.084,10,SN2013E_20130216_fire,2013-02-16,56339.06,30.54818416,634,87.4,78.4,96,96,50.6,No
SN2013E,targeted,0.0094,56308.22,0.49,1.131,0.04,0.084,10,SN2013E_20130228_fire,2013-02-28,56351.15,42.53260413,634,76.8,51.7,57.7,57.7,31.1,No
SN2013E,targeted,0.0094,56308.22,0.49,1.131,0.04,0.084,10,SN2013E_20130306_fire,2013-03-06,56357.36,48.68414056,634,62.3,33.2,41.7,41.7,23.7,No
SN2013E,targeted,0.0094,56308.22,0.49,1.131,0.04,0.084,10,SN2013E_20130320_fire,2013-03-20,56371.08,62.2779121,507.2,60.7,27,35.3,35.3,26,No
SN2013E,targeted,0.0094,56308.22,0.49,1.131,0.04,0.084,10,SN2013E_20130325_fire,2013-03-25,56376.08,67.2263133,507.2,46.6,18.4,34.9,34.9,20.9,No
SN2013E,targeted,0.0094,56308.22,0.49,1.131,0.04,0.084,10,SN2013E_20130401_fire,2013-04-01,56383.21,74.29092421,1014.4,39.6,14.2,25.1,25.1,17.9,No
SN2013H,targeted,0.0155,56309.92,0.49,1.048,0.04,0.113,4,SN2013H_20130202_fire,2013-02-02,56325.08,14.92857886,1014.4,53.3,27.8,43.4,43.4,32,No
SN2013H,targeted,0.0155,56309.92,0.49,1.048,0.04,0.113,4,SN2013H_20130205_fire,2013-02-05,56328.26,18.05628677,1014.4,12.6,5.6,12.6,12.6,8.1,No
SN2013H,targeted,0.0155,56309.92,0.49,1.048,0.04,0.113,4,SN2013H_20130216_fire,2013-02-16,56339.11,28.74099734,634,56.3,33.5,45.5,45.5,25.6,No
SN2013H,targeted,0.0155,56309.92,0.49,1.048,0.04,0.113,4,SN2013H_20130228_fire,2013-02-28,56351.13,40.57758147,760.8,46.9,24.8,24.6,24.6,13.9,No
SN2013M,targeted,0.0349,56323.63,0.07,0.943,0.04,0.072,3,SN2013M_20130202_fire,2013-02-02,56325.29,1.603469352,1394.8,31.9,28.5,16.3,16.3,11.2,No
SN2013M,targeted,0.0349,56323.63,0.07,0.943,0.04,0.072,3,SN2013M_20130205_fire,2013-02-05,56328.37,4.581858463,1268,13.7,12.1,8.5,8.5,6.2,No
SN2013M,targeted,0.0349,56323.63,0.07,0.943,0.04,0.072,3,SN2013M_20130228_fire,2013-02-28,56351.31,26.7496481,1268,38.4,25.5,16.3,16.3,8.1,No
SN2013U,targeted,0.0345,56335.05,0.59,1.239,0.041,0.025,2,SN2013U_20130216_fire,2013-02-16,56339.08,3.90034665,1268,27.5,23.3,14.4,14.4,11,No
SN2013U,targeted,0.0345,56335.05,0.59,1.239,0.041,0.025,2,SN2013U_20130228_fire,2013-02-28,56351.2,15.60752803,1902,21.1,10.4,8.4,8.4,6.6,No
SN2013aa,targeted,0.004,56343.42,0.04,1.002,0.04,0.146,7,SN2013aa_20130228_fire,2013-02-28,56351.39,7.936284459,190.2,166.3,148.2,155.4,155.4,106.5,No
SN2013aa,targeted,0.004,56343.42,0.04,1.002,0.04,0.146,7,SN2013aa_20130306_fire,2013-03-06,56357.4,13.92354089,42.4,69.9,50.5,91.3,91.3,58.7,No
SN2013aa,targeted,0.004,56343.42,0.04,1.002,0.04,0.146,7,SN2013aa_20130320_fire,2013-03-20,56371.24,27.70505034,190.2,164.9,133.6,141.5,141.5,96.7,No
SN2013aa,targeted,0.004,56343.42,0.04,1.002,0.04,0.146,7,SN2013aa_20130325_fire,2013-03-25,56376.33,32.77981703,211.2,185.6,112.9,136.3,136.3,88.2,No
SN2013aa,targeted,0.004,56343.42,0.04,1.002,0.04,0.146,7,SN2013aa_20130401_fire,2013-04-01,56383.31,39.73134217,443.8,217.6,132.6,181.5,181.5,105.9,No
SN2013aa,targeted,0.004,56343.42,0.04,1.002,0.04,0.146,7,SN2013aa_20130403_fire,2013-04-03,56385.39,41.80188315,126.8,109.5,104.2,151.9,151.9,88.2,No
SN2013aa,targeted,0.004,56343.42,0.04,1.002,0.04,0.146,7,SN2013aa_20130519_fire,2013-05-19,56431.25,87.48343807,507.2,84.3,34.4,84.1,84.1,58.9,No
SN2013aj,targeted,0.0091,56361.37,0.04,0.8,0.04,0.032,6,SN2013aj_20130306_fire,2013-03-06,56357.38,-3.952836703,253.6,91.7,95.5,83.5,83.5,59,No
SN2013aj,targeted,0.0091,56361.37,0.04,0.8,0.04,0.032,6,SN2013aj_20130320_fire,2013-03-20,56371.22,9.759156792,380.4,71.4,56.1,84,84,54.1,No
SN2013aj,targeted,0.0091,56361.37,0.04,0.8,0.04,0.032,6,SN2013aj_20130325_fire,2013-03-25,56376.31,14.80781041,507.2,95.7,80.2,114.8,114.8,65.3,No
SN2013aj,targeted,0.0091,56361.37,0.04,0.8,0.04,0.032,6,SN2013aj_20130401_fire,2013-04-01,56383.24,21.66933057,760.8,111.3,81,94.3,94.3,65,No
SN2013aj,targeted,0.0091,56361.37,0.04,0.8,0.04,0.032,6,SN2013aj_20130403_fire,2013-04-03,56385.38,23.79402167,211.2,69.2,47.9,56.3,56.3,37.2,No
SN2013aj,targeted,0.0091,56361.37,0.04,0.8,0.04,0.032,6,SN2013aj_20130519_fire,2013-05-19,56431.21,69.2111506,951,22.4,5.4,10.4,10.4,6.6,No
SN2013ay,targeted,0.0157,56375.41,0.64,0.494,0.044,0.062,2,SN2013ay_20130401_fire,2013-04-01,56383.34,7.805520861,1268,54.6,48.3,40.4,40.4,24.4,No
SN2013ay,targeted,0.0157,56375.41,0.64,0.494,0.044,0.062,2,SN2013ay_20130403_fire,2013-04-03,56385.41,9.842482402,760.8,64.6,54.2,49,49,29.1,No
SN2013az,untargeted,0.0373,56380.92,0.62,0.768,0.047,0.027,1,SN2013az_20130401_fire,2013-04-01,56383.05,2.049475355,1521.6,20.5,17.6,9.1,9.1,7.5,No
SN2013bc,untargeted,0.0225,56384.42,0.58,0.481,0.046,0.041,1,SN2013bc_20130403_fire,2013-04-03,56385.31,0.86688281,1014.4,34.3,41.2,25.6,25.6,14.7,No
SN2013bz,untargeted,0.0192,56409.65,0.07,1.152,0.041,0.038,1,SN2013bz_20130519_fire,2013-05-19,56431.19,21.13429406,1109.5,56.5,31.7,41,41,32.7,No
SN2013ct,untargeted,0.0038,56411.31,0.38,1.002,0.04,0.024,3,SN2013ct_20130522_fire,2013-05-22,56434.43,23.02924754,253.6,95,92.2,131.3,131.3,88.6,Yes
SN2013ct,untargeted,0.0038,56411.31,0.38,1.002,0.04,0.024,3,SN2013ct_20130716_fire,2013-07-16,56489.33,77.72782293,1268,114.3,53.9,89.6,89.6,58.3,No
SN2013ct,untargeted,0.0038,56411.31,0.38,1.002,0.04,0.024,3,SN2013ct_20130729_fire,2013-07-29,56502.27,90.61515604,1585,8.8,8.3,10,10,8.1,Yes
SN2013fy,targeted,0.0308,56600.03,0.54,1.174,0.041,0.023,6,SN2013fy_20131114_fire,2013-11-14,56610.09,9.755362502,1268,32,17.1,12.6,12.6,11.6,No
SN2013fy,targeted,0.0308,56600.03,0.54,1.174,0.041,0.023,6,SN2013fy_20131120_fire,2013-11-20,56616.07,15.5638883,1014.4,32.3,14.7,13.5,13.5,12,No
SN2013fy,targeted,0.0308,56600.03,0.54,1.174,0.041,0.023,6,SN2013fy_20131130_fire,2013-11-30,56626.04,25.23203377,1014.4,44.3,21.5,18.5,18.5,14.1,No
SN2013fy,targeted,0.0308,56600.03,0.54,1.174,0.041,0.023,6,SN2013fy_20131209_fire,2013-12-09,56635.03,33.95331624,1902,29.7,19,12.5,12.5,6.3,No
SN2013fy,targeted,0.0308,56600.03,0.54,1.174,0.041,0.023,6,SN2013fy_20131214_fire,2013-12-14,56640.02,38.79606994,1521.6,27.4,17.8,13.1,13.1,6.8,No
